Trades,Wins,Losses,Breakevens,Win Rate,Average R,Total R,Best R,Worst R,Max Drawdown,Profit Factor
8,3,2,3,0.375,0.9671888415553687,7.737510732442949,5.939226388554714,-1.0000000000000004,-1.0,4.868755366221472
